orderitem_id,order_id,product_id,quantity,supplier_id,subtotal,discount
40636,7419,307,3,13,1571.82,0.00
40637,7419,33,3,28,451.68,0.00
40638,7419,391,8,5,256.80,0.00
40639,7419,333,5,25,233.65,0.00
40640,7419,237,7,40,6695.92,0.00
40641,7419,319,10,46,6356.30,0.00
40642,7419,88,7,31,1823.64,0.00
40643,7419,194,5,8,1563.40,0.00
40644,7420,129,2,28,1352.82,0.00
40645,7420,28,6,18,252.54,0.00
40646,7420,241,7,40,5832.89,0.00
40647,7420,28,5,18,210.45,0.00
40648,7420,35,7,28,1951.04,0.00
40649,7420,50,10,15,187.80,0.00
40650,7421,341,1,34,930.73,0.21
40651,7421,357,7,43,1224.09,0.07
40652,7422,245,9,28,6854.58,0.25
40653,7422,423,3,42,248.55,0.23
40654,7422,230,1,24,390.59,0.17
40655,7422,130,3,19,1995.18,0.10
40656,7422,314,4,8,2914.64,0.08
40657,7422,68,3,42,1155.81,0.22
40658,7422,98,6,8,2748.78,0.15
40659,7422,371,2,4,1332.10,0.17
40660,7422,172,10,35,5569.30,0.10
40661,7423,36,5,19,3149.60,0.00
40662,7423,338,7,17,2341.36,0.00
40663,7423,345,7,39,4218.27,0.00
40664,7423,304,9,5,7831.53,0.00
40665,7423,159,1,20,905.70,0.00
40666,7423,480,9,12,3680.73,0.00
40667,7423,192,9,39,8011.35,0.00
40668,7423,289,3,24,910.08,0.00
40669,7424,86,8,34,491.68,0.18
40670,7425,491,1,35,7.80,0.00
40671,7425,486,10,19,1027.80,0.00
40672,7426,327,7,22,2562.49,0.00
40673,7426,294,10,35,5898.30,0.00
40674,7426,344,4,11,3474.64,0.00
40675,7426,37,4,48,1574.36,0.00
40676,7426,249,5,20,3717.85,0.00
40677,7426,138,10,4,8259.50,0.00
40678,7426,237,1,8,956.56,0.00
40679,7427,137,6,2,3895.38,0.00
40680,7427,116,5,24,1142.75,0.00
40681,7427,290,3,7,2704.26,0.00
40682,7427,416,2,26,357.82,0.00
40683,7427,304,2,9,1740.34,0.00
40684,7427,148,1,11,664.81,0.00
40685,7427,371,6,20,3996.30,0.00
40686,7427,56,4,27,3405.20,0.00
40687,7427,311,6,12,1652.28,0.00
40688,7428,351,2,40,809.60,0.22
40689,7428,268,5,49,1682.55,0.21
40690,7428,363,9,23,6381.54,0.22
40691,7428,296,1,11,298.54,0.15
40692,7428,31,7,25,3970.61,0.14
40693,7428,68,1,25,385.27,0.07
40694,7428,234,3,9,17.76,0.17
40695,7428,198,4,30,3945.20,0.20
40696,7429,69,5,47,1194.45,0.00
40697,7429,295,2,30,752.42,0.00
40698,7429,315,2,18,608.90,0.00
40699,7429,220,6,19,4590.42,0.00
40700,7429,50,2,39,37.56,0.00
40701,7429,402,9,27,3759.66,0.00
40702,7429,253,6,26,2266.92,0.00
40703,7429,479,2,29,1125.82,0.00
40704,7429,414,8,30,2073.84,0.00
40705,7430,385,9,12,2722.86,0.00
40706,7430,238,2,37,563.22,0.00
40707,7430,213,5,47,1327.90,0.00
40708,7431,486,1,34,102.78,0.00
40709,7431,79,8,20,6829.52,0.00
40710,7431,377,9,11,4282.56,0.00
40711,7431,422,1,40,857.97,0.00
40712,7431,362,5,1,3364.95,0.00
40713,7432,225,3,20,522.06,0.00
40714,7432,171,8,40,6378.80,0.00
40715,7432,498,4,24,70.00,0.00
40716,7432,49,3,35,2737.38,0.00
40717,7433,239,4,12,2311.52,0.20
40718,7433,274,5,39,2488.35,0.15
40719,7433,472,2,17,29.70,0.06
40720,7433,430,3,44,1321.14,0.19
40721,7433,189,3,10,2561.70,0.16
40722,7433,92,7,36,2.59,0.06
40723,7433,293,6,45,4252.20,0.16
40724,7434,410,9,42,4335.57,0.16
40725,7434,360,2,11,643.24,0.12
40726,7434,366,1,21,365.98,0.09
40727,7434,288,4,19,3941.36,0.11
40728,7435,196,3,37,151.11,0.00
40729,7436,155,4,2,3183.92,0.11
40730,7436,116,1,18,228.55,0.13
40731,7436,331,2,16,670.04,0.13
40732,7436,183,3,12,1926.30,0.20
40733,7436,97,9,43,3187.89,0.23
40734,7436,84,6,30,738.90,0.12
40735,7436,277,5,32,4746.65,0.11
40736,7436,217,4,1,2048.20,0.15
40737,7436,323,9,40,6855.57,0.22
40738,7436,426,7,45,1291.99,0.09
40739,7437,280,1,45,145.79,0.23
40740,7437,83,8,18,640.08,0.14
40741,7437,54,6,20,4464.60,0.25
40742,7437,427,6,2,5993.82,0.11
40743,7437,373,2,48,1306.88,0.18
40744,7438,38,7,8,6376.65,0.00
40745,7438,443,9,10,7962.12,0.00
40746,7438,125,7,48,2760.38,0.00
40747,7438,170,7,3,6578.53,0.00
40748,7438,80,10,13,6438.80,0.00
40749,7438,119,8,43,6140.40,0.00
40750,7438,281,5,1,774.15,0.00
40751,7438,95,9,45,3988.80,0.00
40752,7438,249,7,19,5204.99,0.00
40753,7439,169,3,11,1923.39,0.00
40754,7440,207,7,10,1774.29,0.09
40755,7440,25,1,50,282.11,0.20
40756,7440,194,4,12,1250.72,0.17
40757,7440,378,10,7,6672.70,0.24
40758,7440,61,4,4,3611.76,0.14
40759,7440,292,5,12,2023.00,0.12
40760,7440,188,4,24,3943.36,0.13
40761,7441,267,7,8,6031.97,0.00
40762,7441,50,9,5,169.02,0.00
40763,7441,486,3,41,308.34,0.00
40764,7441,411,2,12,1982.42,0.00
40765,7441,84,10,37,1231.50,0.00
40766,7442,22,2,23,197.28,0.16
40767,7442,429,9,47,5937.66,0.23
40768,7442,167,10,29,9191.90,0.23
40769,7442,160,4,4,3519.40,0.10
40770,7442,419,3,1,929.73,0.12
40771,7442,415,2,49,843.86,0.06
40772,7443,86,1,12,61.46,0.00
40773,7443,153,6,16,1193.94,0.00
40774,7443,366,2,26,731.96,0.00
40775,7444,404,8,9,5292.40,0.00
40776,7444,383,7,21,222.60,0.00
40777,7444,308,10,35,3159.80,0.00
40778,7444,153,6,1,1193.94,0.00
40779,7444,486,6,46,616.68,0.00
40780,7444,283,9,39,222.75,0.00
40781,7444,374,1,10,626.42,0.00
40782,7445,78,10,38,4006.40,0.00
40783,7445,202,10,12,9340.10,0.00
40784,7445,327,7,10,2562.49,0.00
40785,7445,100,5,40,3865.55,0.00
40786,7445,310,7,28,6486.90,0.00
40787,7445,301,9,37,4562.55,0.00
40788,7445,86,9,23,553.14,0.00
40789,7446,232,5,42,50.25,0.00
40790,7446,249,8,32,5948.56,0.00
40791,7447,47,9,14,5134.23,0.21
40792,7447,127,3,2,2250.12,0.11
40793,7448,241,8,16,6666.16,0.00
40794,7449,462,7,43,738.78,0.07
40795,7449,8,8,29,5513.68,0.19
40796,7449,450,5,11,3790.40,0.25
40797,7449,332,1,19,546.53,0.07
40798,7449,356,1,47,110.98,0.07
40799,7449,53,8,14,3897.20,0.12
40800,7450,248,7,25,5528.53,0.00
40801,7450,30,2,39,1812.26,0.00
40802,7450,155,9,26,7163.82,0.00
40803,7450,375,7,50,1749.09,0.00
40804,7450,119,3,36,2302.65,0.00
40805,7450,13,6,27,3168.18,0.00
40806,7450,84,7,39,862.05,0.00
40807,7450,71,1,17,873.30,0.00
40808,7450,186,1,40,964.29,0.00
40809,7451,94,1,24,836.60,0.00
40810,7451,374,8,18,5011.36,0.00
40811,7451,414,1,39,259.23,0.00
40812,7451,384,9,27,6502.32,0.00
40813,7451,156,1,30,280.77,0.00
40814,7451,90,4,43,744.84,0.00
40815,7451,362,1,40,672.99,0.00
40816,7452,395,5,49,929.00,0.05
40817,7453,236,7,26,3449.88,0.20
40818,7453,97,5,28,1771.05,0.17
40819,7453,157,5,41,1914.10,0.21
40820,7453,430,4,26,1761.52,0.06
40821,7454,343,7,41,1644.16,0.00
40822,7454,416,4,18,715.64,0.00
40823,7455,18,3,50,2385.51,0.00
40824,7455,174,2,41,980.80,0.00
40825,7455,360,6,41,1929.72,0.00
40826,7455,14,3,44,2981.52,0.00
40827,7455,192,5,25,4450.75,0.00
40828,7455,275,7,47,4303.18,0.00
40829,7455,242,1,34,552.17,0.00
40830,7455,481,4,8,712.80,0.00
40831,7455,478,3,18,2231.25,0.00
40832,7455,202,10,30,9340.10,0.00
40833,7456,339,2,49,1797.78,0.00
40834,7456,44,7,6,6227.55,0.00
40835,7456,479,8,8,4503.28,0.00
40836,7456,240,9,14,6961.23,0.00
40837,7456,14,5,24,4969.20,0.00
40838,7457,439,3,11,1838.55,0.00
40839,7457,414,7,42,1814.61,0.00
40840,7457,2,4,29,239.76,0.00
40841,7457,303,2,47,1567.10,0.00
40842,7457,491,5,8,39.00,0.00
40843,7457,10,6,15,3033.66,0.00
40844,7457,446,6,38,4884.36,0.00
40845,7458,72,2,36,807.92,0.00
40846,7458,99,7,17,4220.44,0.00
40847,7458,474,2,31,253.94,0.00
40848,7459,287,5,5,2129.50,0.00
40849,7459,243,3,50,758.58,0.00
40850,7460,244,3,12,2530.68,0.20
40851,7460,262,6,16,190.62,0.08
40852,7460,52,7,22,1458.80,0.19
40853,7460,340,9,39,2635.11,0.20
40854,7460,100,7,8,5411.77,0.09
40855,7460,317,4,16,1162.72,0.06
40856,7460,25,4,37,1128.44,0.23
40857,7460,32,3,50,1530.51,0.18
40858,7461,246,5,33,1905.40,0.00
40859,7461,84,7,9,862.05,0.00
40860,7461,302,4,35,3530.12,0.00
40861,7461,429,10,1,6597.40,0.00
40862,7461,406,2,13,1554.00,0.00
40863,7462,132,7,7,3922.10,0.00
40864,7462,353,10,48,8278.70,0.00
40865,7462,58,8,39,2322.64,0.00
40866,7462,248,7,44,5528.53,0.00
40867,7463,319,1,10,635.63,0.00
40868,7463,266,4,8,1508.20,0.00
40869,7463,382,5,18,4787.05,0.00
40870,7464,168,10,36,828.50,0.20
40871,7464,58,1,30,290.33,0.17
40872,7464,446,1,23,814.06,0.14
40873,7464,409,4,44,654.76,0.17
40874,7464,78,4,15,1602.56,0.14
40875,7464,256,4,31,724.48,0.15
40876,7464,410,2,15,963.46,0.17
40877,7464,24,4,34,2269.68,0.10
40878,7464,432,9,20,2922.30,0.16
40879,7464,94,4,38,3346.40,0.19
40880,7465,110,5,25,4290.25,0.00
40881,7465,278,3,13,592.32,0.00
40882,7465,175,7,11,138.39,0.00
40883,7465,26,9,22,3678.66,0.00
40884,7465,258,10,39,6311.20,0.00
40885,7466,399,5,43,1704.65,0.00
40886,7467,317,3,7,872.04,0.00
40887,7467,439,7,8,4289.95,0.00
40888,7467,88,2,26,521.04,0.00
40889,7467,150,10,20,4734.70,0.00
40890,7467,436,1,27,454.12,0.00
40891,7467,469,4,8,2870.92,0.00
40892,7467,173,8,36,1298.64,0.00
40893,7467,338,2,18,668.96,0.00
40894,7467,472,1,44,14.85,0.00
40895,7468,447,6,10,5858.40,0.00
40896,7468,83,8,37,640.08,0.00
40897,7468,421,4,20,1868.20,0.00
40898,7468,390,8,7,2009.52,0.00
40899,7468,308,1,1,315.98,0.00
40900,7469,252,3,48,2140.47,0.24
40901,7469,313,3,37,1307.13,0.08
40902,7469,27,3,4,2705.85,0.19
40903,7469,134,6,23,1469.64,0.09
40904,7469,148,5,28,3324.05,0.08
40905,7469,430,3,37,1321.14,0.11
40906,7469,429,7,2,4618.18,0.11
40907,7470,54,5,42,3720.50,0.00
40908,7470,209,4,7,2921.04,0.00
40909,7470,385,6,31,1815.24,0.00
40910,7470,264,6,45,3947.58,0.00
40911,7470,289,2,6,606.72,0.00
40912,7470,322,5,12,874.05,0.00
40913,7470,496,7,34,4318.51,0.00
40914,7471,300,4,2,1993.32,0.00
40915,7471,275,10,40,6147.40,0.00
40916,7471,222,4,48,3549.36,0.00
40917,7472,49,7,24,6387.22,0.00
40918,7472,79,10,18,8536.90,0.00
40919,7472,51,7,5,5230.26,0.00
40920,7473,407,10,15,8650.10,0.00
40921,7473,271,2,35,664.14,0.00
40922,7473,442,7,24,3000.90,0.00
40923,7473,439,10,26,6128.50,0.00
40924,7473,62,6,14,5568.24,0.00
40925,7473,137,2,17,1298.46,0.00
40926,7473,227,10,6,3790.40,0.00
40927,7474,484,8,22,4340.48,0.11
40928,7474,114,4,25,1711.44,0.10
40929,7474,221,4,25,2537.28,0.19
40930,7474,207,10,16,2534.70,0.15
40931,7474,352,6,40,5366.94,0.07
40932,7475,461,6,31,874.32,0.00
40933,7475,301,3,44,1520.85,0.00
40934,7475,31,8,38,4537.84,0.00
40935,7475,320,5,21,4388.15,0.00
40936,7475,487,3,28,861.48,0.00
40937,7476,178,8,48,3581.68,0.00
40938,7476,324,8,1,5560.88,0.00
40939,7476,102,1,39,673.07,0.00
40940,7476,13,5,13,2640.15,0.00
40941,7477,230,1,21,390.59,0.00
40942,7477,304,6,2,5221.02,0.00
40943,7477,496,2,8,1233.86,0.00
40944,7478,20,4,13,3776.28,0.00
40945,7478,360,2,37,643.24,0.00
40946,7478,122,7,42,158.55,0.00
40947,7478,355,7,43,3212.51,0.00
40948,7478,294,2,38,1179.66,0.00
40949,7478,240,8,18,6187.76,0.00
40950,7478,195,2,2,1155.54,0.00
40951,7478,299,4,8,1396.04,0.00
40952,7478,118,4,25,1895.00,0.00
40953,7479,158,8,29,2123.04,0.00
40954,7479,323,2,49,1523.46,0.00
40955,7479,58,6,14,1741.98,0.00
40956,7479,363,5,20,3545.30,0.00
40957,7479,103,5,50,3509.95,0.00
40958,7479,243,9,15,2275.74,0.00
40959,7479,296,8,12,2388.32,0.00
40960,7479,207,3,19,760.41,0.00
40961,7480,390,4,48,1004.76,0.15
40962,7480,14,3,11,2981.52,0.05
40963,7480,487,4,50,1148.64,0.20
40964,7480,347,8,11,4506.48,0.08
40965,7480,92,3,21,1.11,0.06
40966,7480,189,6,6,5123.40,0.12
40967,7481,354,1,32,531.09,0.00
40968,7481,67,1,13,354.70,0.00
40969,7481,190,7,3,3704.68,0.00
40970,7481,132,5,32,2801.50,0.00
40971,7481,17,10,39,9420.50,0.00
40972,7481,483,6,5,2742.72,0.00
40973,7482,415,10,13,4219.30,0.00
40974,7482,31,1,28,567.23,0.00
40975,7482,122,8,30,181.20,0.00
40976,7482,496,6,19,3701.58,0.00
40977,7482,310,8,39,7413.60,0.00
40978,7482,303,2,44,1567.10,0.00
40979,7482,434,5,40,2826.65,0.00
40980,7483,361,7,8,6479.06,0.00
40981,7483,226,3,48,793.29,0.00
40982,7483,359,2,15,595.98,0.00
40983,7483,96,3,50,344.07,0.00
40984,7483,3,7,45,1516.13,0.00
40985,7483,67,1,8,354.70,0.00
40986,7484,444,8,20,6066.24,0.00
40987,7484,243,6,9,1517.16,0.00
40988,7484,288,2,45,1970.68,0.00
40989,7484,218,9,22,6296.85,0.00
40990,7485,453,5,12,3714.90,0.00
40991,7485,287,1,42,425.90,0.00
40992,7485,391,3,30,96.30,0.00
40993,7485,62,10,37,9280.40,0.00
40994,7485,56,8,34,6810.40,0.00
40995,7486,379,1,16,975.66,0.00
40996,7486,83,1,11,80.01,0.00
40997,7486,295,3,45,1128.63,0.00
40998,7486,193,6,30,5529.78,0.00
40999,7486,283,1,13,24.75,0.00
41000,7486,457,1,47,337.43,0.00
41001,7486,314,2,38,1457.32,0.00
41002,7487,44,1,9,889.65,0.00
41003,7487,121,6,22,4586.34,0.00
41004,7487,461,7,9,1020.04,0.00
41005,7487,321,4,26,2035.48,0.00
41006,7487,390,4,2,1004.76,0.00
41007,7487,439,7,42,4289.95,0.00
41008,7487,146,2,34,1590.50,0.00
41009,7487,407,9,17,7785.09,0.00
41010,7487,92,6,26,2.22,0.00
41011,7487,378,8,29,5338.16,0.00
41012,7488,345,2,17,1205.22,0.00
41013,7488,123,10,12,6196.80,0.00
41014,7488,35,7,21,1951.04,0.00
41015,7488,480,4,46,1635.88,0.00
41016,7488,466,2,2,810.04,0.00
41017,7488,83,3,6,240.03,0.00
41018,7489,365,3,5,918.30,0.00
41019,7489,433,7,35,928.55,0.00
41020,7489,17,2,11,1884.10,0.00
41021,7489,63,5,9,3120.70,0.00
41022,7489,152,2,44,716.02,0.00
41023,7489,86,9,28,553.14,0.00
41024,7489,278,9,38,1776.96,0.00
41025,7489,2,6,14,359.64,0.00
41026,7489,12,7,40,6089.86,0.00
41027,7489,442,10,33,4287.00,0.00
41028,7490,357,7,35,1224.09,0.10
41029,7490,78,1,31,400.64,0.22
41030,7490,282,2,41,1013.22,0.22
41031,7491,58,3,31,870.99,0.00
41032,7491,28,5,40,210.45,0.00
41033,7491,99,8,24,4823.36,0.00
41034,7491,352,9,41,8050.41,0.00
41035,7491,321,3,43,1526.61,0.00
41036,7492,483,9,16,4114.08,0.00
41037,7493,386,7,2,2919.21,0.00
41038,7493,217,3,25,1536.15,0.00
41039,7493,268,5,34,1682.55,0.00
41040,7493,34,2,37,40.44,0.00
41041,7493,298,5,13,1001.40,0.00
41042,7493,124,3,26,1134.54,0.00
41043,7493,479,4,17,2251.64,0.00
41044,7493,60,10,22,6694.90,0.00
41045,7493,461,6,41,874.32,0.00
41046,7494,146,9,27,7157.25,0.00
41047,7494,79,1,49,853.69,0.00
41048,7495,152,9,32,3222.09,0.00
41049,7495,359,5,2,1489.95,0.00
41050,7495,173,8,17,1298.64,0.00
41051,7495,395,5,43,929.00,0.00
41052,7495,468,7,31,5713.89,0.00
41053,7495,245,9,26,6854.58,0.00
41054,7496,172,7,5,3898.51,0.00
41055,7496,451,4,43,926.32,0.00
41056,7496,475,4,28,2255.08,0.00
41057,7497,347,6,27,3379.86,0.00
41058,7497,320,3,25,2632.89,0.00
41059,7497,378,7,48,4670.89,0.00
41060,7497,420,6,47,875.10,0.00
41061,7497,51,9,5,6724.62,0.00
41062,7498,258,3,21,1893.36,0.00
41063,7498,363,10,37,7090.60,0.00
41064,7498,329,1,3,219.86,0.00
41065,7498,248,4,43,3159.16,0.00
41066,7498,203,10,13,1984.30,0.00
41067,7498,347,3,17,1689.93,0.00
41068,7498,38,1,32,910.95,0.00
41069,7499,248,6,33,4738.74,0.00
41070,7499,259,5,27,4835.95,0.00
41071,7499,202,3,20,2802.03,0.00
41072,7499,180,2,23,1059.48,0.00
41073,7499,95,1,10,443.20,0.00
41074,7500,90,2,12,372.42,0.00
41075,7500,370,4,26,2856.36,0.00
41076,7500,490,7,5,6894.16,0.00
41077,7500,96,6,25,688.14,0.00
41078,7500,403,2,21,1740.02,0.00
41079,7500,206,2,26,93.02,0.00
41080,7500,354,5,36,2655.45,0.00
41081,7500,338,4,36,1337.92,0.00
41082,7501,456,1,36,536.29,0.00
41083,7501,18,4,29,3180.68,0.00
41084,7502,82,3,35,2098.02,0.00
41085,7502,76,1,38,800.12,0.00
41086,7502,170,4,14,3759.16,0.00
41087,7502,32,5,20,2550.85,0.00
41088,7502,352,5,47,4472.45,0.00
41089,7502,250,9,38,5021.64,0.00
41090,7502,419,8,41,2479.28,0.00
41091,7503,111,9,15,5048.82,0.00
41092,7504,462,6,24,633.24,0.00
41093,7504,450,3,47,2274.24,0.00
41094,7504,219,3,23,983.31,0.00
41095,7504,449,1,42,60.74,0.00
41096,7504,183,4,25,2568.40,0.00
41097,7505,379,8,39,7805.28,0.00
41098,7505,401,5,49,3390.90,0.00
41099,7505,444,9,20,6824.52,0.00
41100,7505,438,5,21,2154.45,0.00
41101,7506,165,9,42,7670.25,0.00
41102,7506,439,2,42,1225.70,0.00
41103,7506,442,3,15,1286.10,0.00
41104,7506,359,9,37,2681.91,0.00
41105,7506,400,4,12,3225.08,0.00
41106,7506,76,2,28,1600.24,0.00
41107,7506,454,7,37,2141.44,0.00
41108,7506,153,10,3,1989.90,0.00
41109,7506,399,4,43,1363.72,0.00
41110,7507,55,4,13,820.28,0.00
41111,7508,208,9,5,2147.58,0.00
41112,7508,123,1,14,619.68,0.00
41113,7509,391,9,14,288.90,0.00
41114,7509,49,4,20,3649.84,0.00
41115,7509,341,7,13,6515.11,0.00
41116,7509,7,5,11,3368.70,0.00
41117,7509,236,7,3,3449.88,0.00
41118,7509,454,5,42,1529.60,0.00
41119,7510,83,3,8,240.03,0.00
41120,7510,260,8,35,7329.44,0.00
41121,7510,398,6,40,2157.54,0.00
41122,7510,51,2,36,1494.36,0.00
41123,7511,4,2,12,828.52,0.00
41124,7511,373,5,5,3267.20,0.00
41125,7511,273,4,40,3842.32,0.00
41126,7511,6,5,20,3682.55,0.00
41127,7511,384,1,38,722.48,0.00
41128,7511,465,6,33,2504.76,0.00
41129,7511,408,8,7,7882.88,0.00
41130,7511,467,2,15,933.48,0.00
41131,7511,38,6,40,5465.70,0.00
41132,7512,220,1,7,765.07,0.00
41133,7512,11,2,16,471.22,0.00
41134,7512,387,4,35,2442.60,0.00
41135,7512,478,1,15,743.75,0.00
41136,7512,250,5,29,2789.80,0.00
41137,7513,295,4,41,1504.84,0.00
41138,7513,406,5,24,3885.00,0.00
41139,7514,447,9,49,8787.60,0.00
41140,7514,16,2,47,1231.04,0.00
41141,7514,38,2,6,1821.90,0.00
41142,7514,223,3,47,1559.04,0.00
41143,7514,380,4,41,1400.60,0.00
41144,7514,453,10,36,7429.80,0.00
41145,7514,387,6,4,3663.90,0.00
41146,7514,284,9,28,1862.64,0.00
41147,7514,391,9,33,288.90,0.00
41148,7514,92,7,26,2.59,0.00
41149,7515,426,9,50,1661.13,0.11
41150,7515,477,4,5,81.56,0.19
41151,7515,455,10,15,6253.60,0.10
41152,7515,447,9,38,8787.60,0.22
41153,7516,123,8,40,4957.44,0.14
41154,7517,456,6,32,3217.74,0.00
41155,7517,365,9,42,2754.90,0.00
41156,7517,38,9,31,8198.55,0.00
41157,7517,452,5,24,4007.85,0.00
41158,7517,207,9,9,2281.23,0.00
41159,7518,344,2,9,1737.32,0.00
41160,7518,65,8,15,3554.72,0.00
41161,7518,420,3,30,437.55,0.00
41162,7518,456,1,17,536.29,0.00
41163,7518,140,5,26,2883.85,0.00
41164,7518,64,8,8,1717.36,0.00
41165,7518,216,7,50,5873.84,0.00
41166,7518,311,3,47,826.14,0.00
41167,7519,63,6,14,3744.84,0.00
41168,7519,118,2,10,947.50,0.00
41169,7519,152,9,27,3222.09,0.00
41170,7519,129,6,26,4058.46,0.00
41171,7519,315,9,22,2740.05,0.00
41172,7519,341,1,39,930.73,0.00
41173,7519,277,6,48,5695.98,0.00
41174,7519,499,6,26,851.34,0.00
41175,7519,164,3,20,2547.60,0.00
41176,7519,114,1,32,427.86,0.00
41177,7520,245,10,9,7616.20,0.00
41178,7520,287,10,48,4259.00,0.00
41179,7520,140,4,33,2307.08,0.00
41180,7520,433,8,6,1061.20,0.00
41181,7520,225,7,47,1218.14,0.00
41182,7520,180,3,46,1589.22,0.00
41183,7520,414,3,41,777.69,0.00
41184,7520,26,7,6,2861.18,0.00
41185,7520,488,6,35,4373.70,0.00
41186,7521,459,4,14,2384.88,0.00
41187,7522,49,8,16,7299.68,0.00
41188,7522,100,1,25,773.11,0.00
41189,7522,150,10,1,4734.70,0.00
41190,7522,318,7,46,3390.52,0.00
41191,7523,168,9,46,745.65,0.24
41192,7523,231,5,39,640.70,0.18
41193,7523,247,8,33,1977.44,0.22
41194,7523,440,8,34,3421.68,0.10
41195,7523,181,2,28,454.76,0.07
41196,7523,268,6,11,2019.06,0.18
41197,7523,178,6,28,2686.26,0.13
41198,7524,186,10,8,9642.90,0.00
41199,7524,348,9,31,5909.58,0.00
41200,7524,171,7,13,5581.45,0.00
41201,7524,167,3,48,2757.57,0.00
41202,7524,157,1,40,382.82,0.00
41203,7524,31,9,1,5105.07,0.00
41204,7525,31,10,2,5672.30,0.00
41205,7525,209,8,4,5842.08,0.00
41206,7526,483,6,33,2742.72,0.00
41207,7526,224,4,1,2451.72,0.00
41208,7527,351,4,23,1619.20,0.00
41209,7527,460,2,20,1587.50,0.00
41210,7528,220,6,21,4590.42,0.00
41211,7528,483,1,50,457.12,0.00
41212,7528,1,2,6,1091.08,0.00
41213,7528,160,8,20,7038.80,0.00
41214,7528,32,4,8,2040.68,0.00
41215,7528,158,7,7,1857.66,0.00
41216,7528,95,9,33,3988.80,0.00
41217,7528,444,7,19,5307.96,0.00
41218,7528,109,8,14,12.80,0.00
41219,7528,380,1,17,350.15,0.00
41220,7529,223,7,49,3637.76,0.10
41221,7529,418,5,15,4594.05,0.11
41222,7529,118,8,38,3790.00,0.16
41223,7529,60,10,17,6694.90,0.07
41224,7530,55,7,31,1435.49,0.12
41225,7530,402,6,42,2506.44,0.18
41226,7531,103,8,40,5615.92,0.19
41227,7531,497,5,35,3782.10,0.07
41228,7531,25,3,2,846.33,0.23
41229,7531,254,7,7,6250.30,0.18
41230,7532,325,6,48,1484.94,0.07
41231,7532,400,7,17,5643.89,0.22
41232,7532,238,6,19,1689.66,0.21
41233,7532,169,5,27,3205.65,0.11
41234,7532,348,1,14,656.62,0.08
41235,7533,395,5,44,929.00,0.00
41236,7533,179,4,18,669.08,0.00
41237,7533,366,8,4,2927.84,0.00
41238,7533,316,6,2,4368.78,0.00
41239,7533,205,3,14,726.93,0.00
41240,7533,256,4,44,724.48,0.00
41241,7533,391,4,42,128.40,0.00
41242,7534,56,4,10,3405.20,0.10
41243,7535,118,6,48,2842.50,0.00
41244,7535,181,10,27,2273.80,0.00
41245,7535,141,10,3,3166.00,0.00
41246,7535,22,9,1,887.76,0.00
41247,7535,488,4,32,2915.80,0.00
41248,7535,216,9,24,7552.08,0.00
41249,7535,187,4,11,2440.04,0.00
41250,7535,154,7,4,5697.09,0.00
41251,7535,436,8,33,3632.96,0.00
41252,7535,428,3,42,2601.99,0.00
41253,7536,314,6,32,4371.96,0.00
41254,7536,211,5,9,3782.10,0.00
41255,7537,437,4,40,459.80,0.00
41256,7537,26,8,21,3269.92,0.00
41257,7537,310,10,26,9267.00,0.00
41258,7537,483,8,39,3656.96,0.00
41259,7537,301,1,32,506.95,0.00
41260,7537,410,1,2,481.73,0.00
41261,7537,52,7,37,1458.80,0.00
41262,7537,283,3,38,74.25,0.00
41263,7537,299,6,3,2094.06,0.00
41264,7538,424,3,29,1520.19,0.00
41265,7538,52,10,34,2084.00,0.00
41266,7538,18,8,4,6361.36,0.00
41267,7538,331,7,16,2345.14,0.00
41268,7538,451,10,16,2315.80,0.00
41269,7538,446,10,25,8140.60,0.00
41270,7538,320,8,9,7021.04,0.00
41271,7538,207,6,26,1520.82,0.00
41272,7538,128,9,12,1045.08,0.00
41273,7538,304,5,5,4350.85,0.00
41274,7539,72,3,28,1211.88,0.00
41275,7539,488,9,34,6560.55,0.00
41276,7540,210,7,47,6227.83,0.00
41277,7540,221,10,34,6343.20,0.00
41278,7540,310,3,19,2780.10,0.00
41279,7540,385,5,14,1512.70,0.00
41280,7540,45,4,36,2610.16,0.00
41281,7541,241,2,24,1666.54,0.00
41282,7541,202,8,18,7472.08,0.00
41283,7541,489,6,27,5022.84,0.00
41284,7541,115,5,27,4577.95,0.00
41285,7541,277,9,37,8543.97,0.00
41286,7542,203,2,46,396.86,0.00
41287,7542,286,1,11,220.07,0.00
41288,7542,59,7,18,4419.80,0.00
41289,7543,116,5,34,1142.75,0.15
41290,7543,489,9,48,7534.26,0.13
41291,7543,299,9,40,3141.09,0.15
41292,7543,134,7,14,1714.58,0.09
41293,7544,468,2,2,1632.54,0.00
41294,7545,443,8,9,7077.44,0.00
41295,7545,377,9,15,4282.56,0.00
41296,7545,287,8,19,3407.20,0.00
41297,7545,128,4,31,464.48,0.00
41298,7545,252,7,6,4994.43,0.00
41299,7545,477,9,10,183.51,0.00
41300,7545,239,7,3,4045.16,0.00
41301,7545,314,7,40,5100.62,0.00
41302,7545,30,1,36,906.13,0.00
41303,7546,384,5,12,3612.40,0.23
41304,7546,32,3,9,1530.51,0.20
41305,7546,99,1,40,602.92,0.20
41306,7546,141,8,47,2532.80,0.23
41307,7546,299,6,24,2094.06,0.06
41308,7547,376,9,11,7024.50,0.23
41309,7547,271,10,45,3320.70,0.23
